folio;depto;area;s09a_01;s09a_01a;s09a_02;s09a_02a;s09a_03;s09a_03a;s09a_04;s09a_04a;s09a_05;s09a_05a;s09a_06;s09a_06a;s09a_07;s09a_07a;s09a_08;s09a_08a;s09a_09;s09a_09a;s09a_10;s09a_11;s09a_11a;s09a_12;s09a_12a;s09a_13;s09a_13a;s09a_14;s09a_14a;s09a_15;s09a_15a;s09a_16;s09a_16a;s09a_17;s09a_17a;upm;estrato;factor
931-10951194828-A-0141;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;931-10951194828-A;11;47,1233109139665
931-10951194828-A-0151;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;931-10951194828-A;11;47,1233109139665
931-10951194828-A-0171;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;931-10951194828-A;11;47,1233109139665
931-11476333433-A-0021;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;931-11476333433-A;11;93,5536319615512
931-11476333433-A-0051;Pando;Urbana;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;931-11476333433-A;11;93,5536319615512
931-11476333433-A-0071;Pando;Urbana;2. No; ;2. No; ;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;931-11476333433-A;11;93,5536319615512
931-11476333433-A-0091;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;931-11476333433-A;11;93,5536319615512
931-11476333433-A-0111;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;931-11476333433-A;11;93,5536319615512
931-11476333433-A-0131;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;931-11476333433-A;11;93,5536319615512
931-11476333433-A-0151;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;931-11476333433-A;11;93,5536319615512
931-11476333433-A-0171;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;931-11476333433-A;11;93,5536319615512
931-11476333433-A-0191;Pando;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;931-11476333433-A;11;93,5536319615512
931-11476333433-A-0211;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;931-11476333433-A;11;93,5536319615512
931-11476333433-A-0231;Pando;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;931-11476333433-A;11;93,5536319615512
931-11476333433-A-0251;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;931-11476333433-A;11;93,5536319615512
932-01185320936-A-0011;Pando;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;932-01185320936-A;12;76,9198547897673
932-01185320936-A-0021;Pando;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;932-01185320936-A;12;76,9198547897673
932-01185320936-A-0031;Pando;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;932-01185320936-A;12;76,9198547897673
932-01185320936-A-0041;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;932-01185320936-A;12;76,9198547897673
932-01185320936-A-0051;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;932-01185320936-A;12;76,9198547897673
932-01185320936-A-0061;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;932-01185320936-A;12;76,9198547897673
932-01185320936-A-0071;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;932-01185320936-A;12;76,9198547897673
932-01185320936-A-0081;Pando;Urbana;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;932-01185320936-A;12;76,9198547897673
932-01185320936-A-0091;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;932-01185320936-A;12;76,9198547897673
932-01185320936-A-0101;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;932-01185320936-A;12;76,9198547897673
932-01185320936-A-0121;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;932-01185320936-A;12;76,9198547897673
932-01185320936-A-0131;Pando;Urbana;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;932-01185320936-A;12;76,9198547897673
932-10953142361-A-0011;Pando;Urbana;1. Si;1. Si;2. No; ;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No;1. Si;2. No; ;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;932-10953142361-A;11;47,1233109139665
932-10953142361-A-0031;Pando;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;932-10953142361-A;11;47,1233109139665
932-10953142361-A-0041;Pando;Urbana;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;932-10953142361-A;11;47,1233109139665
932-10953142361-A-0061;Pando;Urbana;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;1. Si;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;932-10953142361-A;11;47,1233109139665
941-10124980046-D-0011;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;941-10124980046-D;21;39,4404580975776
941-10124980046-D-0041;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;941-10124980046-D;21;39,4404580975776
941-10124980046-D-0071;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;941-10124980046-D;21;39,4404580975776
941-10124980046-D-0101;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;941-10124980046-D;21;39,4404580975776
941-10124980046-D-0131;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;941-10124980046-D;21;39,4404580975776
941-10124980046-D-0151;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;941-10124980046-D;21;39,4404580975776
941-10124980046-D-0181;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;941-10124980046-D;21;39,4404580975776
941-10124980046-D-0211;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;941-10124980046-D;21;39,4404580975776
941-10124980046-D-0241;Pando;Rural;1. Si;2. No;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;941-10124980046-D;21;39,4404580975776
941-10124980046-D-0271;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;3. NO SABE/NO RESPONDE; ;3. NO SABE/NO RESPONDE; ;2. No; ;3. NO SABE/NO RESPONDE; ;2. No; ;2. No; ;2. No; ;941-10124980046-D;21;39,4404580975776
941-10124980046-D-0301;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;941-10124980046-D;21;39,4404580975776
941-10124980046-D-0331;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;941-10124980046-D;21;39,4404580975776
943-10595260092-D-0011;Pando;Rural;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-10595260092-D;23;104,355067040764
943-10595260092-D-0041;Pando;Rural;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-10595260092-D;23;104,355067040764
943-10595260092-D-0081;Pando;Rural;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-10595260092-D;23;104,355067040764
943-10595260092-D-0111;Pando;Rural;1. Si;2. No;2. No; ;2. No; ;1. Si;1. Si;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;943-10595260092-D;23;104,355067040764
943-10595260092-D-0151;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-10595260092-D;23;104,355067040764
943-10595260092-D-0181;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;943-10595260092-D;23;104,355067040764
943-10595260092-D-0221;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-10595260092-D;23;104,355067040764
943-10595260092-D-0251;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-10595260092-D;23;104,355067040764
943-10595260092-D-0291;Pando;Rural;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-10595260092-D;23;104,355067040764
943-10595260092-D-0321;Pando;Rural;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-10595260092-D;23;104,355067040764
943-10595260092-D-0361;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-10595260092-D;23;104,355067040764
943-10595260092-D-0391;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-10595260092-D;23;104,355067040764
943-11886309158-A-0031;Pando;Rural;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No;2. No; ;2. No; ;2. No; ;1. Si;2. No;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-11886309158-A;23;121,667428393149
943-11886309158-A-0061;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-11886309158-A;23;121,667428393149
943-11886309158-A-0081;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-11886309158-A;23;121,667428393149
943-11886309158-A-0111;Pando;Rural;1. Si;1. Si;1. Si;1. Si;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-11886309158-A;23;121,667428393149
943-11886309158-A-0141;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-11886309158-A;23;121,667428393149
943-11886309158-A-0171;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-11886309158-A;23;121,667428393149
943-11886309158-A-0191;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-11886309158-A;23;121,667428393149
943-11886309158-A-0221;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-11886309158-A;23;121,667428393149
943-11886309158-A-0251;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-11886309158-A;23;121,667428393149
943-11886309158-A-0281;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-11886309158-A;23;121,667428393149
943-11886309158-A-0301;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;943-11886309158-A;23;121,667428393149
943-11886309158-A-0331;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-11886309158-A;23;121,667428393149
943-12165307241-D-0071;Pando;Rural;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-12165307241-D;23;107,725044575195
943-12165307241-D-0141;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-12165307241-D;23;107,725044575195
943-12165307241-D-0211;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-12165307241-D;23;107,725044575195
943-12165307241-D-0271;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-12165307241-D;23;107,725044575195
943-12165307241-D-0341;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-12165307241-D;23;107,725044575195
943-12165307241-D-0411;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;943-12165307241-D;23;107,725044575195
943-12165307241-D-0481;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;943-12165307241-D;23;107,725044575195
943-12165307241-D-0551;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;3. NO SABE/NO RESPONDE; ;3. NO SABE/NO RESPONDE; ;3. NO SABE/NO RESPONDE; ;3. NO SABE/NO RESPONDE; ;3. NO SABE/NO RESPONDE; ;3. NO SABE/NO RESPONDE; ;3. NO SABE/NO RESPONDE; ;943-12165307241-D;23;107,725044575195
943-12165307241-D-0621;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;943-12165307241-D;23;107,725044575195
943-12165307241-D-0681;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-12165307241-D;23;107,725044575195
943-12165307241-D-0751;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-12165307241-D;23;107,725044575195
943-12165307241-D-0821;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;943-12165307241-D;23;107,725044575195
951-10085444559-D-0021;Pando;Rural;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10085444559-D;21;28,244457089233
951-10085444559-D-0031;Pando;Rural;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;951-10085444559-D;21;28,244457089233
951-10085444559-D-0051;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10085444559-D;21;28,244457089233
951-10085444559-D-0071;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;951-10085444559-D;21;28,244457089233
951-10085444559-D-0091;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10085444559-D;21;28,244457089233
951-10085444559-D-0101;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10085444559-D;21;28,244457089233
951-10085444559-D-0121;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10085444559-D;21;28,244457089233
951-10085444559-D-0141;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10085444559-D;21;28,244457089233
951-10085444559-D-0161;Pando;Rural;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;1. Si;2. No; ;1. Si;1. Si;2. No; ;951-10085444559-D;21;28,244457089233
951-10085444559-D-0171;Pando;Rural;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10085444559-D;21;28,244457089233
951-10085444559-D-0191;Pando;Rural;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;2. No;1. Si;2. No;1. Si;2. No;2. No; ;2. No; ;1. Si;2. No;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10085444559-D;21;28,244457089233
951-10085444559-D-0211;Pando;Rural;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10085444559-D;21;28,244457089233
951-10746849852-D-0011;Pando;Rural;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10746849852-D;21;35,1109040507759
951-10746849852-D-0021;Pando;Rural;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;2. No;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10746849852-D;21;35,1109040507759
951-10746849852-D-0031;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;951-10746849852-D;21;35,1109040507759
951-10746849852-D-0051;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10746849852-D;21;35,1109040507759
951-10746849852-D-0061;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10746849852-D;21;35,1109040507759
